movieId,title,genres,combined_features
310,Rent-a-Kid (1995),Comedy,Rent-a-Kid (1995) Comedy
311,Relative Fear (1994),Horror|Thriller,Relative Fear (1994) Horror Thriller
312,Stuart Saves His Family (1995),Comedy,Stuart Saves His Family (1995) Comedy
313,"Swan Princess, The (1994)",Animation|Children,"Swan Princess, The (1994) Animation Children"
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,"Secret of Roan Inish, The (1994) Children Drama Fantasy Mystery"
315,"Specialist, The (1994)",Action|Drama|Thriller,"Specialist, The (1994) Action Drama Thriller"
316,Stargate (1994),Action|Adventure|Sci-Fi,Stargate (1994) Action Adventure Sci-Fi
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,"Santa Clause, The (1994) Comedy Drama Fantasy"
318,"Shawshank Redemption, The (1994)",Crime|Drama,"Shawshank Redemption, The (1994) Crime Drama"
319,Shallow Grave (1994),Comedy|Drama|Thriller,Shallow Grave (1994) Comedy Drama Thriller
320,Suture (1993),Film-Noir|Thriller,Suture (1993) Film-Noir Thriller
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Strawberry and Chocolate (Fresa y chocolate) (1993) Drama
322,Swimming with Sharks (1995),Comedy|Drama,Swimming with Sharks (1995) Comedy Drama
324,"Sum of Us, The (1994)",Comedy|Drama,"Sum of Us, The (1994) Comedy Drama"
325,National Lampoon's Senior Trip (1995),Comedy,National Lampoon's Senior Trip (1995) Comedy
326,To Live (Huozhe) (1994),Drama,To Live (Huozhe) (1994) Drama
327,Tank Girl (1995),Action|Comedy|Sci-Fi,Tank Girl (1995) Action Comedy Sci-Fi
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,Tales from the Crypt Presents: Demon Knight (1995) Horror Thriller
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,Star Trek: Generations (1994) Adventure Drama Sci-Fi
330,Tales from the Hood (1995),Action|Crime|Horror,Tales from the Hood (1995) Action Crime Horror
331,Tom & Viv (1994),Drama,Tom & Viv (1994) Drama
332,Village of the Damned (1995),Horror|Sci-Fi,Village of the Damned (1995) Horror Sci-Fi
333,Tommy Boy (1995),Comedy,Tommy Boy (1995) Comedy
334,Vanya on 42nd Street (1994),Drama,Vanya on 42nd Street (1994) Drama
335,Underneath (1995),Mystery|Thriller,Underneath (1995) Mystery Thriller
336,"Walking Dead, The (1995)",Drama|War,"Walking Dead, The (1995) Drama War"
337,What's Eating Gilbert Grape (1993),Drama,What's Eating Gilbert Grape (1993) Drama
338,Virtuosity (1995),Action|Sci-Fi|Thriller,Virtuosity (1995) Action Sci-Fi Thriller
339,While You Were Sleeping (1995),Comedy|Romance,While You Were Sleeping (1995) Comedy Romance
340,"War, The (1994)",Adventure|Drama|War,"War, The (1994) Adventure Drama War"
341,Double Happiness (1994),Drama,Double Happiness (1994) Drama
342,Muriel's Wedding (1994),Comedy,Muriel's Wedding (1994) Comedy
343,"Baby-Sitters Club, The (1995)",Children,"Baby-Sitters Club, The (1995) Children"
344,Ace Ventura: Pet Detective (1994),Comedy,Ace Ventura: Pet Detective (1994) Comedy
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,"Adventures of Priscilla, Queen of the Desert, The (1994) Comedy Drama"
346,Backbeat (1993),Drama|Musical,Backbeat (1993) Drama Musical
347,Bitter Moon (1992),Drama|Film-Noir|Romance,Bitter Moon (1992) Drama Film-Noir Romance
348,Bullets Over Broadway (1994),Comedy,Bullets Over Broadway (1994) Comedy
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,Clear and Present Danger (1994) Action Crime Drama Thriller
350,"Client, The (1994)",Drama|Mystery|Thriller,"Client, The (1994) Drama Mystery Thriller"
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,"Corrina, Corrina (1994) Comedy Drama Romance"
352,Crooklyn (1994),Comedy|Drama,Crooklyn (1994) Comedy Drama
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,"Crow, The (1994) Action Crime Fantasy Thriller"
354,Cobb (1994),Drama,Cobb (1994) Drama
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,"Flintstones, The (1994) Children Comedy Fantasy"
356,Forrest Gump (1994),Comedy|Drama|Romance|War,Forrest Gump (1994) Comedy Drama Romance War
357,Four Weddings and a Funeral (1994),Comedy|Romance,Four Weddings and a Funeral (1994) Comedy Romance
358,Higher Learning (1995),Drama,Higher Learning (1995) Drama
359,I Like It Like That (1994),Comedy|Drama|Romance,I Like It Like That (1994) Comedy Drama Romance
360,I Love Trouble (1994),Action|Comedy,I Love Trouble (1994) Action Comedy
361,It Could Happen to You (1994),Comedy|Drama|Romance,It Could Happen to You (1994) Comedy Drama Romance
362,"Jungle Book, The (1994)",Adventure|Children|Romance,"Jungle Book, The (1994) Adventure Children Romance"
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993) Documentary"
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,"Lion King, The (1994) Adventure Animation Children Drama Musical IMAX"
365,Little Buddha (1993),Drama,Little Buddha (1993) Drama
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994) Drama Horror Mystery Thriller"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"Mask, The (1994) Action Comedy Crime Fantasy"
368,Maverick (1994),Adventure|Comedy|Western,Maverick (1994) Adventure Comedy Western
369,Mrs. Parker and the Vicious Circle (1994),Drama,Mrs. Parker and the Vicious Circle (1994) Drama
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,Naked Gun 33 1/3: The Final Insult (1994) Action Comedy
371,"Paper, The (1994)",Comedy|Drama,"Paper, The (1994) Comedy Drama"
372,Reality Bites (1994),Comedy|Drama|Romance,Reality Bites (1994) Comedy Drama Romance
373,Red Rock West (1992),Thriller,Red Rock West (1992) Thriller
374,Richie Rich (1994),Children|Comedy,Richie Rich (1994) Children Comedy
375,Safe Passage (1994),Drama,Safe Passage (1994) Drama
376,"River Wild, The (1994)",Action|Thriller,"River Wild, The (1994) Action Thriller"
377,Speed (1994),Action|Romance|Thriller,Speed (1994) Action Romance Thriller
378,Speechless (1994),Comedy|Romance,Speechless (1994) Comedy Romance
379,Timecop (1994),Action|Sci-Fi|Thriller,Timecop (1994) Action Sci-Fi Thriller
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,True Lies (1994) Action Adventure Comedy Romance Thriller
381,When a Man Loves a Woman (1994),Drama|Romance,When a Man Loves a Woman (1994) Drama Romance
382,Wolf (1994),Drama|Horror|Romance|Thriller,Wolf (1994) Drama Horror Romance Thriller
383,Wyatt Earp (1994),Western,Wyatt Earp (1994) Western
384,Bad Company (1995),Action|Crime|Drama,Bad Company (1995) Action Crime Drama
385,"Man of No Importance, A (1994)",Drama,"Man of No Importance, A (1994) Drama"
386,S.F.W. (1994),Drama,S.F.W. (1994) Drama
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,"Low Down Dirty Shame, A (1994) Action Comedy"
388,Boys Life (1995),Drama,Boys Life (1995) Drama
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,"Colonel Chabert, Le (1994) Drama Romance War"
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,Faster Pussycat! Kill! Kill! (1965) Action Crime Drama
391,Jason's Lyric (1994),Crime|Drama,Jason's Lyric (1994) Crime Drama
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,"Secret Adventures of Tom Thumb, The (1993) Adventure Animation"
393,Street Fighter (1994),Action|Adventure|Fantasy,Street Fighter (1994) Action Adventure Fantasy
394,Coldblooded (1995),Comedy,Coldblooded (1995) Comedy
395,Desert Winds (1995),Drama|Fantasy|Romance,Desert Winds (1995) Drama Fantasy Romance
396,Fall Time (1995),Drama,Fall Time (1995) Drama
397,"Fear, The (1995)",Horror,"Fear, The (1995) Horror"
398,Frank and Ollie (1995),Documentary,Frank and Ollie (1995) Documentary
399,Girl in the Cadillac (1995),Drama,Girl in the Cadillac (1995) Drama
400,Homage (1995),Drama,Homage (1995) Drama
401,Mirage (1995),Action|Thriller,Mirage (1995) Action Thriller
402,Open Season (1996),Comedy,Open Season (1996) Comedy
403,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama,Two Crimes (Dos crímenes) (1995) Comedy Crime Drama
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,Brother Minister: The Assassination of Malcolm X (1994) Documentary
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994) Action Fantasy
406,Federal Hill (1994),Drama,Federal Hill (1994) Drama
407,In the Mouth of Madness (1995),Horror|Thriller,In the Mouth of Madness (1995) Horror Thriller
408,8 Seconds (1994),Drama,8 Seconds (1994) Drama
409,Above the Rim (1994),Crime|Drama,Above the Rim (1994) Crime Drama
410,Addams Family Values (1993),Children|Comedy|Fantasy,Addams Family Values (1993) Children Comedy Fantasy
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,Martin Lawrence: You So Crazy (1994) Comedy Documentary
412,"Age of Innocence, The (1993)",Drama,"Age of Innocence, The (1993) Drama"
413,Airheads (1994),Comedy,Airheads (1994) Comedy
414,"Air Up There, The (1994)",Comedy,"Air Up There, The (1994) Comedy"
415,Another Stakeout (1993),Comedy|Thriller,Another Stakeout (1993) Comedy Thriller
416,Bad Girls (1994),Western,Bad Girls (1994) Western
417,Barcelona (1994),Comedy|Romance,Barcelona (1994) Comedy Romance
418,Being Human (1993),Drama,Being Human (1993) Drama
419,"Beverly Hillbillies, The (1993)",Comedy,"Beverly Hillbillies, The (1993) Comedy"
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,Beverly Hills Cop III (1994) Action Comedy Crime Thriller
421,Black Beauty (1994),Adventure|Children|Drama,Black Beauty (1994) Adventure Children Drama
422,Blink (1994),Thriller,Blink (1994) Thriller
423,Blown Away (1994),Action|Thriller,Blown Away (1994) Action Thriller
424,Blue Chips (1994),Drama,Blue Chips (1994) Drama
425,Blue Sky (1994),Drama|Romance,Blue Sky (1994) Drama Romance
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,Body Snatchers (1993) Horror Sci-Fi Thriller
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,Boxing Helena (1993) Drama Mystery Romance Thriller
428,"Bronx Tale, A (1993)",Drama,"Bronx Tale, A (1993) Drama"
429,Cabin Boy (1994),Comedy,Cabin Boy (1994) Comedy
430,Calendar Girl (1993),Comedy|Drama,Calendar Girl (1993) Comedy Drama
431,Carlito's Way (1993),Crime|Drama,Carlito's Way (1993) Crime Drama
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,City Slickers II: The Legend of Curly's Gold (1994) Adventure Comedy Western
433,Clean Slate (1994),Comedy,Clean Slate (1994) Comedy
434,Cliffhanger (1993),Action|Adventure|Thriller,Cliffhanger (1993) Action Adventure Thriller
435,Coneheads (1993),Comedy|Sci-Fi,Coneheads (1993) Comedy Sci-Fi
436,Color of Night (1994),Drama|Thriller,Color of Night (1994) Drama Thriller
437,Cops and Robbersons (1994),Comedy,Cops and Robbersons (1994) Comedy
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,"Cowboy Way, The (1994) Action Comedy Drama"
439,Dangerous Game (1993),Drama,Dangerous Game (1993) Drama
440,Dave (1993),Comedy|Romance,Dave (1993) Comedy Romance
441,Dazed and Confused (1993),Comedy,Dazed and Confused (1993) Comedy
442,Demolition Man (1993),Action|Adventure|Sci-Fi,Demolition Man (1993) Action Adventure Sci-Fi
443,"Endless Summer 2, The (1994)",Adventure|Documentary,"Endless Summer 2, The (1994) Adventure Documentary"
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,Even Cowgirls Get the Blues (1993) Comedy Romance
445,Fatal Instinct (1993),Comedy,Fatal Instinct (1993) Comedy
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,Farewell My Concubine (Ba wang bie ji) (1993) Drama Romance
447,"Favor, The (1994)",Comedy|Romance,"Favor, The (1994) Comedy Romance"
448,Fearless (1993),Drama,Fearless (1993) Drama
449,Fear of a Black Hat (1994),Comedy,Fear of a Black Hat (1994) Comedy
450,With Honors (1994),Comedy|Drama,With Honors (1994) Comedy Drama
451,Flesh and Bone (1993),Drama|Mystery|Romance,Flesh and Bone (1993) Drama Mystery Romance
452,Widows' Peak (1994),Drama,Widows' Peak (1994) Drama
453,For Love or Money (1993),Comedy|Romance,For Love or Money (1993) Comedy Romance
454,"Firm, The (1993)",Drama|Thriller,"Firm, The (1993) Drama Thriller"
455,Free Willy (1993),Adventure|Children|Drama,Free Willy (1993) Adventure Children Drama
456,Fresh (1994),Crime|Drama|Thriller,Fresh (1994) Crime Drama Thriller
457,"Fugitive, The (1993)",Thriller,"Fugitive, The (1993) Thriller"
458,Geronimo: An American Legend (1993),Drama|Western,Geronimo: An American Legend (1993) Drama Western
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,"Getaway, The (1994) Action Adventure Crime Drama Romance Thriller"
460,Getting Even with Dad (1994),Comedy,Getting Even with Dad (1994) Comedy
461,Go Fish (1994),Drama|Romance,Go Fish (1994) Drama Romance
462,"Good Man in Africa, A (1994)",Action|Adventure,"Good Man in Africa, A (1994) Action Adventure"
463,Guilty as Sin (1993),Crime|Drama|Thriller,Guilty as Sin (1993) Crime Drama Thriller
464,Hard Target (1993),Action|Adventure|Crime|Thriller,Hard Target (1993) Action Adventure Crime Thriller
465,Heaven & Earth (1993),Action|Drama|War,Heaven & Earth (1993) Action Drama War
466,Hot Shots! Part Deux (1993),Action|Comedy|War,Hot Shots! Part Deux (1993) Action Comedy War
467,Live Nude Girls (1995),Comedy,Live Nude Girls (1995) Comedy
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995) Comedy Romance"
469,"House of the Spirits, The (1993)",Drama|Romance,"House of the Spirits, The (1993) Drama Romance"
470,House Party 3 (1994),Comedy,House Party 3 (1994) Comedy
471,"Hudsucker Proxy, The (1994)",Comedy,"Hudsucker Proxy, The (1994) Comedy"
472,I'll Do Anything (1994),Comedy|Drama,I'll Do Anything (1994) Comedy Drama
473,In the Army Now (1994),Comedy|War,In the Army Now (1994) Comedy War
474,In the Line of Fire (1993),Action|Thriller,In the Line of Fire (1993) Action Thriller
475,In the Name of the Father (1993),Drama,In the Name of the Father (1993) Drama
476,"Inkwell, The (1994)",Comedy|Drama,"Inkwell, The (1994) Comedy Drama"
477,What's Love Got to Do with It? (1993),Drama|Musical,What's Love Got to Do with It? (1993) Drama Musical
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,Jimmy Hollywood (1994) Comedy Crime Drama
479,Judgment Night (1993),Action|Crime|Thriller,Judgment Night (1993) Action Crime Thriller
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,Jurassic Park (1993) Action Adventure Sci-Fi Thriller
481,Kalifornia (1993),Drama|Thriller,Kalifornia (1993) Drama Thriller
482,Killing Zoe (1994),Crime|Drama|Thriller,Killing Zoe (1994) Crime Drama Thriller
483,King of the Hill (1993),Drama,King of the Hill (1993) Drama
484,Lassie (1994),Adventure|Children,Lassie (1994) Adventure Children
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,Last Action Hero (1993) Action Adventure Comedy Fantasy
486,Life with Mikey (1993),Comedy,Life with Mikey (1993) Comedy
487,Lightning Jack (1994),Comedy|Western,Lightning Jack (1994) Comedy Western
488,M. Butterfly (1993),Drama|Romance,M. Butterfly (1993) Drama Romance
489,Made in America (1993),Comedy,Made in America (1993) Comedy
490,Malice (1993),Thriller,Malice (1993) Thriller
491,"Man Without a Face, The (1993)",Drama,"Man Without a Face, The (1993) Drama"
492,Manhattan Murder Mystery (1993),Comedy|Mystery,Manhattan Murder Mystery (1993) Comedy Mystery
493,Menace II Society (1993),Action|Crime|Drama,Menace II Society (1993) Action Crime Drama
494,Executive Decision (1996),Action|Adventure|Thriller,Executive Decision (1996) Action Adventure Thriller
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,In the Realm of the Senses (Ai no corrida) (1976) Drama
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,What Happened Was... (1994) Comedy Drama Romance Thriller
497,Much Ado About Nothing (1993),Comedy|Romance,Much Ado About Nothing (1993) Comedy Romance
498,Mr. Jones (1993),Drama|Romance,Mr. Jones (1993) Drama Romance
499,Mr. Wonderful (1993),Comedy|Romance,Mr. Wonderful (1993) Comedy Romance
500,Mrs. Doubtfire (1993),Comedy|Drama,Mrs. Doubtfire (1993) Comedy Drama
501,Naked (1993),Drama,Naked (1993) Drama
502,"Next Karate Kid, The (1994)",Action|Children|Romance,"Next Karate Kid, The (1994) Action Children Romance"
503,"New Age, The (1994)",Drama,"New Age, The (1994) Drama"
504,No Escape (1994),Action|Drama|Sci-Fi,No Escape (1994) Action Drama Sci-Fi
505,North (1994),Comedy,North (1994) Comedy
506,Orlando (1992),Drama|Fantasy|Romance,Orlando (1992) Drama Fantasy Romance
507,"Perfect World, A (1993)",Crime|Drama|Thriller,"Perfect World, A (1993) Crime Drama Thriller"
508,Philadelphia (1993),Drama,Philadelphia (1993) Drama
509,"Piano, The (1993)",Drama|Romance,"Piano, The (1993) Drama Romance"
510,Poetic Justice (1993),Drama,Poetic Justice (1993) Drama
511,"Program, The (1993)",Action|Drama,"Program, The (1993) Action Drama"
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,"Puppet Masters, The (1994) Horror Sci-Fi"
513,Radioland Murders (1994),Comedy|Mystery|Romance,Radioland Murders (1994) Comedy Mystery Romance
514,"Ref, The (1994)",Comedy,"Ref, The (1994) Comedy"
515,"Remains of the Day, The (1993)",Drama|Romance,"Remains of the Day, The (1993) Drama Romance"
516,Renaissance Man (1994),Comedy|Drama,Renaissance Man (1994) Comedy Drama
517,Rising Sun (1993),Action|Drama|Mystery,Rising Sun (1993) Action Drama Mystery
518,"Road to Wellville, The (1994)",Comedy,"Road to Wellville, The (1994) Comedy"
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,RoboCop 3 (1993) Action Crime Drama Sci-Fi Thriller
520,Robin Hood: Men in Tights (1993),Comedy,Robin Hood: Men in Tights (1993) Comedy
521,Romeo Is Bleeding (1993),Crime|Thriller,Romeo Is Bleeding (1993) Crime Thriller
522,Romper Stomper (1992),Action|Drama,Romper Stomper (1992) Action Drama
523,Ruby in Paradise (1993),Drama,Ruby in Paradise (1993) Drama
524,Rudy (1993),Drama,Rudy (1993) Drama
525,"Saint of Fort Washington, The (1993)",Drama,"Saint of Fort Washington, The (1993) Drama"
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,"Savage Nights (Nuits fauves, Les) (1992) Drama"
527,Schindler's List (1993),Drama|War,Schindler's List (1993) Drama War
528,"Scout, The (1994)",Comedy|Drama,"Scout, The (1994) Comedy Drama"
529,Searching for Bobby Fischer (1993),Drama,Searching for Bobby Fischer (1993) Drama
